  -91.5791   -90.5836   -89.5880   -88.5923   -87.5965   -86.6006   -85.6045   -84.6083   -83.6120   -82.6154   -81.6188   -80.6220   -79.6250   -78.6278   -77.6305   -76.6330   -75.6353   -74.6374   -73.6393   -72.6410   -71.6425   -70.6438   -69.6448   -68.6457   -67.6463   -66.6467   -65.6469   -64.6469   -63.6466   -62.6461   -61.6454   -60.6444   -59.6432   -58.6417   -57.6401   -56.6381   -55.6360   -54.6336   -53.6310   -52.6281   -51.6251   -50.6218   -49.6182   -48.6145   -47.6105   -46.6063   -45.6019   -44.5974   -43.5926   -42.5876   -41.5824   -40.5771   -39.5715   -38.5658   -37.5600   -36.5540   -35.5478   -34.5415   -33.5351   -32.5286   -31.5219   -30.5152   -29.5083   -28.5014   -27.4944   -26.4874   -25.4802   -24.4731   -23.4659   -22.4587   -21.4515   -20.4442   -19.4370   -18.4298   -17.4226   -16.4155   -15.4084   -14.4014   -13.3945   -12.3876   -11.3808   -10.3742    -9.3676    -8.3612    -7.3549    -6.3487    -5.3427    -4.3368    -3.3311    -2.3256    -1.3202    -0.3150     0.6899     1.6947     2.6993     3.7036     4.7078     5.7117     6.7154     7.7188     8.7221     9.7250    10.7278    11.7303    12.7325    13.7345    14.7363    15.7377    16.7390    17.7400    18.7407    19.7412    20.7414    21.7414    22.7411    23.7406    24.7398    25.7388
  -91.5927   -90.5980   -89.6031   -88.6082   -87.6131   -86.6179   -85.6225   -84.6270   -83.6313   -82.6354   -81.6393   -80.6431   -79.6466   -78.6500   -77.6531   -76.6560   -75.6588   -74.6612   -73.6635   -72.6655   -71.6673   -70.6688   -69.6701   -68.6711   -67.6719   -66.6724   -65.6727   -64.6726   -63.6723   -62.6718   -61.6709   -60.6698   -59.6684   -58.6667   -57.6648   -56.6625   -55.6600   -54.6572   -53.6542   -52.6508   -51.6472   -50.6434   -49.6392   -48.6348   -47.6302   -46.6253   -45.6201   -44.6147   -43.6091   -42.6032   -41.5972   -40.5909   -39.5844   -38.5777   -37.5708   -36.5637   -35.5565   -34.5491   -33.5416   -32.5339   -31.5260   -30.5181   -29.5100   -28.5019   -27.4937   -26.4854   -25.4770   -24.4686   -23.4601   -22.4516   -21.4431   -20.4346   -19.4261   -18.4177   -17.4092   -16.4009   -15.3926   -14.3843   -13.3762   -12.3681   -11.3601   -10.3523    -9.3446    -8.3371    -7.3297    -6.3224    -5.3154    -4.3085    -3.3018    -2.2953    -1.2891    -0.2830     0.7228     1.7284     2.7337     3.7388     4.7436     5.7481     6.7524     7.7564     8.7602     9.7636    10.7668    11.7696    12.7722    13.7745    14.7765    15.7782    16.7795    17.7806    18.7814    19.7819    20.7821    21.7820    22.7816    23.7809    24.7800    25.7787
  -91.6078   -90.6140   -89.6200   -88.6259   -87.6316   -86.6372   -85.6426   -84.6478   -83.6528   -82.6576   -81.6622   -80.6666   -79.6708   -78.6747   -77.6784   -76.6818   -75.6850   -74.6879   -73.6906   -72.6929   -71.6950   -70.6969   -69.6984   -68.6996   -67.7005   -66.7011   -65.7015   -64.7015   -63.7011   -62.7005   -61.6995   -60.6983   -59.6966   -58.6947   -57.6925   -56.6899   -55.6870   -54.6837   -53.6802   -52.6763   -51.6721   -50.6676   -49.6628   -48.6577   -47.6523   -46.6465   -45.6405   -44.6343   -43.6277   -42.6209   -41.6138   -40.6064   -39.5988   -38.5910   -37.5830   -36.5747   -35.5663   -34.5576   -33.5488   -32.5398   -31.5307   -30.5214   -29.5120   -28.5025   -27.4929   -26.4832   -25.4734   -24.4636   -23.4537   -22.4438   -21.4339   -20.4239   -19.4140   -18.4041   -17.3943   -16.3845   -15.3748   -14.3652   -13.3557   -12.3463   -11.3370   -10.3279    -9.3189    -8.3101    -7.3015    -6.2931    -5.2849    -4.2769    -3.2691    -2.2616    -1.2543    -0.2473     0.7594     1.7659     2.7721     3.7779     4.7835     5.7888     6.7937     7.7983     8.8026     9.8066    10.8102    11.8135    12.8164    13.8190    14.8212    15.8231    16.8247    17.8258    18.8267    19.8272    20.8273    21.8271    22.8266    23.8257    24.8245    25.8230
  -91.6245   -90.6317   -89.6387   -88.6455   -87.6522   -86.6586   -85.6649   -84.6709   -83.6767   -82.6823   -81.6877   -80.6927   -79.6976   -78.7021   -77.7064   -76.7104   -75.7141   -74.7176   -73.7207   -72.7234   -71.7259   -70.7280   -69.7298   -68.7313   -67.7324   -66.7331   -65.7335   -64.7336   -63.7332   -62.7325   -61.7314   -60.7300   -59.7281   -58.7259   -57.7233   -56.7204   -55.7170   -54.7133   -53.7092   -52.7047   -51.6999   -50.6947   -49.6891   -48.6832   -47.6769   -46.6703   -45.6634   -44.6561   -43.6485   -42.6406   -41.6323   -40.6238   -39.6150   -38.6060   -37.5966   -36.5871   -35.5773   -34.5672   -33.5570   -32.5466   -31.5360   -30.5252   -29.5143   -28.5033   -27.4921   -26.4808   -25.4695   -24.4581   -23.4466   -22.4351   -21.4236   -20.4121   -19.4006   -18.3891   -17.3777   -16.3664   -15.3551   -14.3440   -13.3330   -12.3221   -11.3113   -10.3008    -9.2904    -8.2802    -7.2702    -6.2605    -5.2510    -4.2418    -3.2328    -2.2241    -1.2157    -0.2076     0.8001     1.8076     2.8147     3.8214     4.8278     5.8338     6.8395     7.8448     8.8497     9.8542    10.8583    11.8620    12.8653    13.8682    14.8708    15.8729    16.8746    17.8759    18.8767    19.8772    20.8773    21.8770    22.8763    23.8752    24.8737    25.8718
  -91.6430   -90.6513   -89.6593   -88.6672   -87.6748   -86.6823   -85.6895   -84.6964   -83.7031   -82.7096   -81.7158   -80.7216   -79.7272   -78.7325   -77.7375   -76.7421   -75.7464   -74.7504   -73.7540   -72.7572   -71.7601   -70.7626   -69.7647   -68.7664   -67.7677   -66.7686   -65.7691   -64.7691   -63.7688   -62.7680   -61.7668   -60.7651   -59.7631   -58.7606   -57.7576   -56.7542   -55.7504   -54.7461   -53.7414   -52.7363   -51.7307   -50.7248   -49.7184   -48.7116   -47.7044   -46.6967   -45.6887   -44.6804   -43.6716   -42.6625   -41.6530   -40.6432   -39.6331   -38.6226   -37.6119   -36.6008   -35.5895   -34.5780   -33.5662   -32.5542   -31.5419   -30.5295   -29.5169   -28.5042   -27.4913   -26.4783   -25.4652   -24.4520   -23.4388   -22.4256   -21.4123   -20.3990   -19.3858   -18.3725   -17.3594   -16.3463   -15.3334   -14.3205   -13.3078   -12.2953   -11.2829   -10.2708    -9.2588    -8.2471    -7.2356    -6.2245    -5.2135    -4.2029    -3.1926    -2.1827    -1.1731    -0.1638     0.8451     1.8536     2.8617     3.8694     4.8767     5.8836     6.8900     7.8960     8.9016     9.9067    10.9114    11.9156    12.9193    13.9225    14.9253    15.9277    16.9295    17.9309    18.9318    19.9323    20.9323    21.9318    22.9309    23.9295    24.9277    25.9255
  -91.6633   -90.6728   -89.6820   -88.6910   -87.6998   -86.7083   -85.7165   -84.7245   -83.7322   -82.7396   -81.7467   -80.7534   -79.7598   -78.7659   -77.7716   -76.7770   -75.7819   -74.7865   -73.7907   -72.7944   -71.7977   -70.8006   -69.8031   -68.8051   -67.8066   -66.8077   -65.8083   -64.8084   -63.8080   -62.8072   -61.8058   -60.8040   -59.8017   -58.7988   -57.7955   -56.7916   -55.7873   -54.7824   -53.7771   -52.7712   -51.7649   -50.7581   -49.7507   -48.7430   -47.7347   -46.7260   -45.7169   -44.7073   -43.6972   -42.6868   -41.6759   -40.6647   -39.6531   -38.6411   -37.6288   -36.6162   -35.6032   -34.5899   -33.5764   -32.5626   -31.5486   -30.5343   -29.5199   -28.5053   -27.4905   -26.4756   -25.4606   -24.4455   -23.4303   -22.4151   -21.3999   -20.3847   -19.3695   -18.3543   -17.3393   -16.3243   -15.3094   -14.2947   -13.2802   -12.2658   -11.2517   -10.2378    -9.2241    -8.2107    -7.1976    -6.1848    -5.1723    -4.1602    -3.1485    -2.1371    -1.1261    -0.1156     0.8945     1.9042     2.9135     3.9222     4.9305     5.9383     6.9456     7.9524     8.9586     9.9644    10.9696    11.9743    12.9785    13.9821    14.9852    15.9878    16.9898    17.9912    18.9922    19.9926    20.9925    21.9918    22.9906    23.9890    24.9868    25.9841
  -91.6856   -90.6963   -89.7068   -88.7170   -87.7270   -86.7367   -85.7461   -84.7552   -83.7640   -82.7725   -81.7805   -80.7883   -79.7956   -78.8026   -77.8091   -76.8152   -75.8209   -74.8262   -73.8309   -72.8353   -71.8391   -70.8424   -69.8453   -68.8476   -67.8494   -66.8507   -65.8514   -64.8516   -63.8512   -62.8503   -61.8488   -60.8467   -59.8441   -58.8409   -57.8371   -56.8328   -55.8279   -54.8224   -53.8163   -52.8097   -51.8025   -50.7947   -49.7864   -48.7776   -47.7682   -46.7583   -45.7479   -44.7370   -43.7255   -42.7136   -41.7013   -40.6885   -39.6752   -38.6616   -37.6475   -36.6331   -35.6183   -34.6032   -33.5878   -32.5720   -31.5560   -30.5398   -29.5233   -28.5066   -27.4898   -26.4728   -25.4556   -24.4384   -23.4211   -22.4038   -21.3864   -20.3690   -19.3517   -18.3344   -17.3172   -16.3002   -15.2832   -14.2665   -13.2499   -12.2336   -11.2174   -10.2016    -9.1860    -8.1708    -7.1559    -6.1413    -5.1272    -4.1134    -3.1001    -2.0872    -1.0747    -0.0627     0.9487     1.9597     2.9701     3.9800     4.9894     5.9982     7.0064     8.0140     9.0211    10.0275    11.0334    12.0386    13.0432    14.0472    15.0506    16.0534    17.0556    18.0571    19.0581    20.0584    21.0581    22.0573    23.0558    24.0537    25.0511    26.0479
  -91.7098   -90.7220   -89.7338   -88.7455   -87.7568   -86.7678   -85.7785   -84.7888   -83.7988   -82.8083   -81.8175   -80.8263   -79.8347   -78.8426   -77.8500   -76.8570   -75.8635   -74.8695   -73.8750   -72.8799   -71.8843   -70.8882   -69.8914   -68.8941   -67.8962   -66.8977   -65.8986   -64.8989   -63.8985   -62.8975   -61.8959   -60.8936   -59.8907   -58.8871   -57.8829   -56.8780   -55.8724   -54.8662   -53.8594   -52.8519   -51.8438   -50.8350   -49.8256   -48.8156   -47.8050   -46.7938   -45.7820   -44.7696   -43.7567   -42.7432   -41.7292   -40.7146   -39.6996   -38.6841   -37.6682   -36.6518   -35.6350   -34.6179   -33.6003   -32.5825   -31.5643   -30.5459   -29.5272   -28.5082   -27.4891   -26.4698   -25.4503   -24.4308   -23.4111   -22.3914   -21.3717   -20.3520   -19.3323   -18.3127   -17.2932   -16.2739   -15.2547   -14.2357   -13.2169   -12.1983   -11.1801   -10.1621    -9.1445    -8.1272    -7.1103    -6.0939    -5.0779    -4.0623    -3.0472    -2.0326    -1.0186    -0.0051     1.0079     2.0202     3.0320     4.0431     5.0536     6.0635     7.0727     8.0813     9.0891    10.0963    11.1028    12.1086    13.1138    14.1182    15.1219    16.1249    17.1272    18.1288    19.1297    20.1300    21.1295    22.1284    23.1266    24.1241    25.1210    26.1172
  -91.7361   -90.7498   -89.7632   -88.7763   -87.7891   -86.8015   -85.8136   -84.8253   -83.8365   -82.8474   -81.8578   -80.8677   -79.8772   -78.8862   -77.8946   -76.9025   -75.9099   -74.9167   -73.9230   -72.9286   -71.9336   -70.9380   -69.9418   -68.9449   -67.9473   -66.9490   -65.9501   -64.9505   -63.9501   -62.9491   -61.9473   -60.9448   -59.9415   -58.9375   -57.9328   -56.9273   -55.9211   -54.9142   -53.9065   -52.8981   -51.8890   -50.8791   -49.8685   -48.8573   -47.8453   -46.8327   -45.8193   -44.8054   -43.7908   -42.7756   -41.7597   -40.7433   -39.7264   -38.7089   -37.6909   -36.6724   -35.6534   -34.6340   -33.6142   -32.5940   -31.5735   -30.5527   -29.5315   -28.5101   -27.4885   -26.4666   -25.4447   -24.4226   -23.4004   -22.3781   -21.3558   -20.3335   -19.3113   -18.2892   -17.2672   -16.2453   -15.2236   -14.2021   -13.1809   -12.1600   -11.1394   -10.1191    -9.0993    -8.0798    -7.0608    -6.0422    -5.0242    -4.0067    -2.9897    -1.9733    -0.9575     0.0577     1.0722     2.0860     3.0992     4.1117     5.1235     6.1345     7.1448     8.1543     9.1631    10.1711    11.1783    12.1847    13.1903    14.1952    15.1992    16.2024    17.2049    18.2066    19.2074    20.2075    21.2068    22.2054    23.2032    24.2002    25.1965    26.1921
  -91.7646   -90.7800   -89.7951   -88.8098   -87.8241   -86.8381   -85.8517   -84.8648   -83.8775   -82.8897   -81.9014   -80.9126   -79.9233   -78.9334   -77.9430   -76.9520   -75.9603   -74.9680   -73.9751   -72.9815   -71.9872   -70.9922   -69.9965   -69.0000   -68.0028   -67.0049   -66.0061   -65.0066   -64.0063   -63.0052   -62.0032   -61.0005   -59.9969   -58.9925   -57.9872   -56.9811   -55.9742   -54.9665   -53.9579   -52.9485   -51.9383   -50.9272   -49.9154   -48.9027   -47.8893   -46.8751   -45.8602   -44.8445   -43.8281   -42.8110   -41.7932   -40.7748   -39.7557   -38.7360   -37.7158   -36.6950   -35.6736   -34.6518   -33.6295   -32.6068   -31.5837   -30.5602   -29.5364   -28.5123   -27.4880   -26.4634   -25.4387   -24.4138   -23.3888   -22.3638   -21.3387   -20.3136   -19.2886   -18.2637   -17.2389   -16.2143   -15.1900   -14.1658   -13.1420   -12.1185   -11.0953   -10.0726    -9.0502    -8.0284    -7.0070    -5.9862    -4.9660    -3.9463    -2.9273    -1.9090    -0.8913     0.1257     1.1419     2.1574     3.1721     4.1861     5.1992     6.2114     7.2229     8.2335     9.2432    10.2520    11.2600    12.2670    13.2732    14.2785    15.2828    16.2863    17.2889    18.2906    19.2914    20.2913    21.2903    22.2885    23.2859    24.2824    25.2781    26.2729
